,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,Weekend
6902,6902,Fawkner,3 Brian St,3,h,625000.0,S,Brad,2016-12-10,12.4,3060,3,1,2,585.0,88.0,1960,Moreland,-37.695,144.9676,Northern Metropolitan,5070,"-37.695, 144.9676",St,1
6903,6903,Fawkner,101 Denys St,3,h,681000.0,S,hockingstuart,2016-12-10,12.4,3060,3,2,4,587.0,153.0,1970,Moreland,-37.6996,144.9605,Northern Metropolitan,5070,"-37.6996, 144.9605",St,1
6904,6904,Fawkner,159 Jukes Rd,3,h,690000.0,PI,hockingstuart,2016-12-10,12.4,3060,3,2,2,576.0,126.0,1970,Moreland,-37.7015,144.9625,Northern Metropolitan,5070,"-37.7015, 144.9625",Rd,1
6905,6905,Fawkner,151 McBryde St,3,h,640000.0,SP,Brad,2016-12-10,12.4,3060,3,1,2,720.0,97.0,1950,Moreland,-37.7043,144.9769,Northern Metropolitan,5070,"-37.7043, 144.9769",St,1
6906,6906,Fawkner,87 McBryde St,3,h,660000.0,S,Stockdale,2016-12-10,12.4,3060,3,1,2,622.0,126.0,1970,Moreland,-37.7095,144.9757,Northern Metropolitan,5070,"-37.7095, 144.9757",St,1
6907,6907,Fawkner,53 Queens Pde,3,h,783000.0,S,hockingstuart,2016-12-10,12.4,3060,3,2,1,603.0,115.0,1940,Moreland,-37.7194,144.9678,Northern Metropolitan,5070,"-37.7194, 144.9678",Pde,1
6908,6908,Fawkner,18 Pitt St,4,h,635000.0,S,Brad,2017-03-11,12.4,3060,4,2,2,567.0,116.0,1950,Moreland,-37.7102,144.9703,Northern Metropolitan,5070,"-37.7102, 144.9703",St,1
6909,6909,Fawkner,2/26 Shirley St,3,t,553500.0,S,Ray,2016-11-12,12.4,3060,3,2,1,280.0,126.0,1970,Moreland,-37.7027,144.9615,Northern Metropolitan,5070,"-37.7027, 144.9615",St,1
6910,6910,Fawkner,13 McDougall St,2,h,619000.0,S,Ray,2016-08-13,12.4,3060,2,1,2,640.0,114.0,1970,Moreland,-37.7038,144.9638,Northern Metropolitan,5070,"-37.7038, 144.9638",St,1
6911,6911,Fawkner,1/12 Brooks St,3,t,460000.0,SP,Eview,2016-10-15,12.4,3060,3,1,1,314.0,112.0,1970,Moreland,-37.7066,144.9733,Northern Metropolitan,5070,"-37.7066, 144.9733",St,1
6912,6912,Fawkner,1 Imaroo St,4,h,570500.0,S,Ray,2016-10-15,12.4,3060,4,2,1,430.0,126.0,1970,Moreland,-37.7185,144.9754,Northern Metropolitan,5070,"-37.7185, 144.9754",St,1
6913,6913,Fawkner,2/79 Queens Pde,1,u,288000.0,S,Brad,2016-10-15,12.4,3060,1,1,1,69.0,126.0,1960,Moreland,-37.7192,144.9654,Northern Metropolitan,5070,"-37.7192, 144.9654",Pde,1
6914,6914,Fawkner,62 Dowding Cl,4,h,615000.0,S,Stockdale,2016-04-16,12.4,3060,4,2,3,476.0,126.0,1977,Moreland,-37.697,144.9655,Northern Metropolitan,5070,"-37.697, 144.9655",Cl,1
6915,6915,Fawkner,39 Lynch Rd,3,h,751000.0,S,Stockdale,2016-09-17,12.4,3060,9,6,2,592.0,103.0,1960,Moreland,-37.712,144.9719,Northern Metropolitan,5070,"-37.712, 144.9719",Rd,1
6916,6916,Fawkner,250 McBryde St,3,h,609000.0,S,Ray,2016-09-17,12.4,3060,3,1,4,528.0,120.0,1965,Moreland,-37.6989,144.9779,Northern Metropolitan,5070,"-37.6989, 144.9779",St,1
6917,6917,Fawkner,3 Penn Ct,3,h,605000.0,S,Brad,2016-09-17,12.4,3060,3,1,2,531.0,126.0,1970,Moreland,-37.7022,144.9669,Northern Metropolitan,5070,"-37.7022, 144.9669",Ct,1
6918,6918,Fawkner,37 Pitt St,3,h,691500.0,S,hockingstuart,2016-09-17,12.4,3060,3,1,1,646.0,126.0,1970,Moreland,-37.7086,144.9704,Northern Metropolitan,5070,"-37.7086, 144.9704",St,1
6919,6919,Fawkner,106 Jukes Rd,3,h,850000.0,SP,other,2017-03-18,12.4,3060,3,1,2,604.0,126.0,1970,Moreland,-37.7017,144.9676,Northern Metropolitan,5070,"-37.7017, 144.9676",Rd,1
6920,6920,Fawkner,6 Lock St,4,h,752500.0,SP,hockingstuart,2017-03-18,12.4,3060,4,1,2,0.0,135.0,1950,Moreland,-37.7106,144.9682,Northern Metropolitan,5070,"-37.7106, 144.9682",St,1
6921,6921,Fawkner,3 Syndal St,3,h,650000.0,SP,Brad,2017-03-18,12.4,3060,3,1,3,602.0,97.0,1950,Moreland,-37.7144,144.9737,Northern Metropolitan,5070,"-37.7144, 144.9737",St,1
6922,6922,Fawkner,16 Janice Ct,3,h,538000.0,S,Nelson,2016-06-18,12.4,3060,3,1,4,789.0,126.0,1970,Hume,-37.6912,144.9623,Northern Metropolitan,5070,"-37.6912, 144.9623",Ct,1
6923,6923,Fawkner,21 Penn Ct,4,h,750000.0,S,Brad,2016-06-18,12.4,3060,4,2,1,613.0,219.0,1970,Moreland,-37.7034,144.9666,Northern Metropolitan,5070,"-37.7034, 144.9666",Ct,1
6924,6924,Fawkner,1 James St,3,h,650000.0,SP,Brad,2016-11-19,12.4,3060,3,1,1,725.0,126.0,1970,Moreland,-37.7115,144.9731,Northern Metropolitan,5070,"-37.7115, 144.9731",St,1
6925,6925,Fawkner,30 Tucker St,4,h,771000.0,S,hockingstuart,2016-11-19,12.4,3060,4,2,2,647.0,126.0,1970,Moreland,-37.7089,144.9695,Northern Metropolitan,5070,"-37.7089, 144.9695",St,1
6926,6926,Fawkner,1/11 Brockley Rd,3,h,400000.0,S,Raine,2016-05-22,12.4,3060,3,1,1,285.0,126.0,1970,Moreland,-37.7161,144.9662,Northern Metropolitan,5070,"-37.7161, 144.9662",Rd,1
6927,6927,Fawkner,17 Edward St,3,h,527000.0,S,YPA,2016-05-22,12.4,3060,3,1,1,609.0,103.0,1960,Moreland,-37.7083,144.9644,Northern Metropolitan,5070,"-37.7083, 144.9644",St,1
6928,6928,Fawkner,102a Jukes Rd,3,t,538000.0,S,other,2016-05-22,12.4,3060,3,2,2,217.0,126.0,1970,Moreland,-37.7018,144.9679,Northern Metropolitan,5070,"-37.7018, 144.9679",Rd,1
6929,6929,Fawkner,82 Lorne St,3,h,860000.0,S,Nelson,2016-05-22,12.4,3060,2,1,4,1075.0,126.0,1970,Moreland,-37.7156,144.9708,Northern Metropolitan,5070,"-37.7156, 144.9708",St,1
6930,6930,Fawkner,94 Major Rd,3,h,515000.0,PI,hockingstuart,2016-05-22,12.4,3060,3,1,1,599.0,107.0,1960,Moreland,-37.7071,144.9666,Northern Metropolitan,5070,"-37.7071, 144.9666",Rd,1
6931,6931,Fawkner,10 Patricia Dr,3,h,617000.0,SP,hockingstuart,2016-04-23,12.4,3060,3,1,1,540.0,114.0,1960,Moreland,-37.6973,144.96200000000005,Northern Metropolitan,5070,"-37.6973, 144.962",Dr,1
6932,6932,Fawkner,162 Anderson Rd,3,h,550000.0,S,Brad,2016-09-24,12.4,3060,2,1,1,583.0,126.0,1970,Moreland,-37.6949,144.9619,Northern Metropolitan,5070,"-37.6949, 144.9619",Rd,1
6933,6933,Fawkner,1/80 Argyle St,4,u,540000.0,S,hockingstuart,2016-09-24,12.4,3060,4,2,3,209.0,120.0,1960,Moreland,-37.7172,144.968,Northern Metropolitan,5070,"-37.7172, 144.968",St,1
6934,6934,Fawkner,41 Murray St,3,h,643000.0,S,Nelson,2016-09-24,12.4,3060,2,1,2,701.0,126.0,1970,Moreland,-37.7054,144.963,Northern Metropolitan,5070,"-37.7054, 144.963",St,1
6935,6935,Fawkner,34a Preston St,3,h,631000.0,S,hockingstuart,2016-09-24,12.4,3060,3,2,2,297.0,133.0,2012,Moreland,-37.6994,144.9686,Northern Metropolitan,5070,"-37.6994, 144.9686",St,1
6936,6936,Fawkner,89 Marlborough St,3,h,782000.0,S,Brad,2017-02-25,12.4,3060,3,1,2,628.0,126.0,1970,Moreland,-37.718,144.9642,Northern Metropolitan,5070,"-37.718, 144.9642",St,1
6937,6937,Fawkner,256 McBryde St,3,h,640000.0,SP,YPA,2017-02-25,12.4,3060,3,1,4,533.0,135.0,1965,Moreland,-37.6985,144.9778,Northern Metropolitan,5070,"-37.6985, 144.9778",St,1
6938,6938,Fawkner,1/66 Lorne St,3,u,470000.0,SP,Brad,2016-07-26,12.4,3060,3,0,0,261.0,126.0,1970,Moreland,-37.7158,144.9722,Northern Metropolitan,5070,"-37.7158, 144.9722",St,0
6939,6939,Fawkner,19 Stanford Cl,4,h,700500.0,S,Stockdale,2016-07-26,12.4,3060,4,2,2,467.0,126.0,1997,Moreland,-37.6963,144.9645,Northern Metropolitan,5070,"-37.6963, 144.9645",Cl,0
6940,6940,Fawkner,12 Brockley Rd,3,h,532000.0,S,Nelson,2016-06-27,12.4,3060,3,1,1,614.0,126.0,1970,Moreland,-37.716,144.9666,Northern Metropolitan,5070,"-37.716, 144.9666",Rd,0
6941,6941,Fawkner,6 Brockley Rd,2,h,575000.0,S,Stockdale,2016-06-27,12.4,3060,2,1,2,621.0,109.0,1960,Moreland,-37.7164,144.9666,Northern Metropolitan,5070,"-37.7164, 144.9666",Rd,0
6942,6942,Fawkner,2 Murray St,4,h,562000.0,S,Stockdale,2016-06-27,12.4,3060,4,2,2,374.0,136.0,2005,Moreland,-37.7056,144.9671,Northern Metropolitan,5070,"-37.7056, 144.9671",St,0
6943,6943,Fawkner,106 William St,3,h,620000.0,S,Stockdale,2016-06-27,12.4,3060,3,1,2,604.0,190.0,1970,Moreland,-37.6978,144.9686,Northern Metropolitan,5070,"-37.6978, 144.9686",St,0
6944,6944,Fawkner,14 Baird St,4,h,655000.0,S,Brad,2016-11-27,12.4,3060,4,1,3,664.0,126.0,1970,Moreland,-37.7063,144.9712,Northern Metropolitan,5070,"-37.7063, 144.9712",St,1
6945,6945,Fawkner,12 Selola Ct,3,h,652500.0,PI,hockingstuart,2016-11-27,12.4,3060,3,1,1,592.0,113.0,1960,Moreland,-37.6968,144.9674,Northern Metropolitan,5070,"-37.6968, 144.9674",Ct,1
6946,6946,Fawkner,13 Brockley Rd,4,h,1010000.0,S,Stockdale,2016-05-28,12.4,3060,4,2,2,607.0,338.0,2015,Moreland,-37.716,144.9663,Northern Metropolitan,5070,"-37.716, 144.9663",Rd,1
6947,6947,Fawkner,15 Dowding Cl,3,h,480000.0,S,Nelson,2016-05-28,12.4,3060,3,2,2,305.0,126.0,1970,Moreland,-37.6972,144.9634,Northern Metropolitan,5070,"-37.6972, 144.9634",Cl,1
6948,6948,Fawkner,1/26 Tucker St,3,t,492000.0,S,Ray,2016-08-28,12.4,3060,3,1,1,208.0,107.0,2011,Moreland,-37.7092,144.9695,Northern Metropolitan,5070,"-37.7092, 144.9695",St,1
6949,6949,Fawkner,2/11 Dowling St,3,u,422500.0,S,Ray,2016-07-30,12.4,3060,3,2,1,195.0,91.0,2000,Moreland,-37.7062,144.9688,Northern Metropolitan,5070,"-37.7062, 144.9688",St,1
6950,6950,Hawthorn East,742 Burwood Rd,2,h,1550000.0,S,Noel,2016-12-03,7.5,3123,2,1,2,432.0,126.0,1970,Boroondara,-37.8249,145.0532,Southern Metropolitan,6482,"-37.8249, 145.0532",Rd,1
6951,6951,Hawthorn East,15 Rathmines Rd,3,h,2151000.0,S,Kay,2016-12-03,7.5,3123,3,1,2,780.0,126.0,1970,Boroondara,-37.8198,145.0465,Southern Metropolitan,6482,"-37.8198, 145.0465",Rd,1
6952,6952,Hawthorn East,22 Stewart St,2,h,1140000.0,S,Marshall,2016-12-03,7.5,3123,2,1,0,230.0,126.0,1970,Boroondara,-37.8226,145.055,Southern Metropolitan,6482,"-37.8226, 145.055",St,1
6953,6953,Hawthorn East,4/799 Burwood Rd,2,u,420000.0,PI,hockingstuart,2017-03-04,7.5,3123,2,1,1,0.0,126.0,1970,Boroondara,-37.8245,145.0527,Southern Metropolitan,6482,"-37.8245, 145.0527",Rd,1
6954,6954,Hawthorn East,2/28 Caroline St,3,t,1220000.0,S,Marshall,2017-03-04,7.5,3123,3,2,2,166.0,126.0,1980,Boroondara,-37.8293,145.0456,Southern Metropolitan,6482,"-37.8293, 145.0456",St,1
6955,6955,Hawthorn East,10 Neave St,2,h,3350000.0,S,hockingstuart,2017-03-04,7.5,3123,2,1,2,826.0,126.0,1970,Boroondara,-37.8404,145.0516,Southern Metropolitan,6482,"-37.8404, 145.0516",St,1
6956,6956,Hawthorn East,3/348 Riversdale Rd,2,u,665500.0,S,hockingstuart,2017-03-04,7.5,3123,2,1,2,945.0,126.0,1970,Boroondara,-37.8308,145.0508,Southern Metropolitan,6482,"-37.8308, 145.0508",Rd,1
6957,6957,Hawthorn East,66 Roseberry St,3,h,1865000.0,S,Jellis,2017-03-04,7.5,3123,3,2,2,431.0,120.0,1950,Boroondara,-37.8269,145.0496,Southern Metropolitan,6482,"-37.8269, 145.0496",St,1
6958,6958,Hawthorn East,748 Burwood Rd,5,h,1700000.0,S,Marshall,2016-08-06,7.5,3123,5,3,2,431.0,203.0,1920,Boroondara,-37.825,145.0536,Southern Metropolitan,6482,"-37.825, 145.0536",Rd,1
6959,6959,Hawthorn East,22 Miami St,3,h,1650000.0,VB,RT,2016-08-06,7.5,3123,3,2,2,302.0,126.0,1970,Boroondara,-37.8348,145.0453,Southern Metropolitan,6482,"-37.8348, 145.0453",St,1
6960,6960,Hawthorn East,1051 Burke Rd,3,h,1615000.0,S,Jellis,2016-05-07,7.5,3123,3,3,4,459.0,126.0,1970,Boroondara,-37.8205,145.0585,Southern Metropolitan,6482,"-37.8205, 145.0585",Rd,1
6961,6961,Hawthorn East,2/2 Myrniong Gr,3,h,1600000.0,VB,Marshall,2016-05-07,7.5,3123,3,2,2,200.0,126.0,1970,Boroondara,-37.8396,145.0514,Southern Metropolitan,6482,"-37.8396, 145.0514",Gr,1
6962,6962,Hawthorn East,310 Riversdale Rd,3,h,1450000.0,PI,hockingstuart,2016-05-07,7.5,3123,3,2,2,466.0,176.0,1915,Boroondara,-37.8305,145.0475,Southern Metropolitan,6482,"-37.8305, 145.0475",Rd,1
6963,6963,Hawthorn East,5/305 Riversdale Rd,2,u,490000.0,S,Marshall,2016-11-07,7.5,3123,2,1,1,0.0,126.0,1970,Boroondara,-37.8301,145.0475,Southern Metropolitan,6482,"-37.8301, 145.0475",Rd,0
6964,6964,Hawthorn East,10/26 Redfern Rd,3,t,1110000.0,S,Jellis,2016-10-08,7.5,3123,3,2,2,94.0,169.0,2005,Boroondara,-37.8302,145.0525,Southern Metropolitan,6482,"-37.8302, 145.0525",Rd,1
6965,6965,Hawthorn East,21 Russell St,4,t,1425000.0,S,Jellis,2016-10-08,7.5,3123,4,2,2,154.0,126.0,1998,Boroondara,-37.8298,145.0537,Southern Metropolitan,6482,"-37.8298, 145.0537",St,1
6966,6966,Hawthorn East,58 Auburn Gr,4,h,3100000.0,S,Kay,2016-09-10,7.5,3123,3,2,2,640.0,232.0,1907,Boroondara,-37.826,145.0498,Southern Metropolitan,6482,"-37.826, 145.0498",Gr,1
6967,6967,Hawthorn East,7/11 Harts Pde,2,u,555000.0,PI,Noel,2016-09-10,7.5,3123,2,1,1,0.0,69.0,1970,Boroondara,-37.8318,145.0448,Southern Metropolitan,6482,"-37.8318, 145.0448",Pde,1
6968,6968,Hawthorn East,3/39 Mayston St,2,u,887000.0,S,Marshall,2016-09-10,7.5,3123,2,2,2,0.0,126.0,2001,Boroondara,-37.8267,145.0538,Southern Metropolitan,6482,"-37.8267, 145.0538",St,1
6969,6969,Hawthorn East,503 Tooronga Rd,3,h,1700000.0,VB,Jellis,2016-09-10,7.5,3123,3,2,1,646.0,228.0,1980,Boroondara,-37.8337,145.0469,Southern Metropolitan,6482,"-37.8337, 145.0469",Rd,1
6970,6970,Hawthorn East,20 Beaconsfield Rd,2,h,1585000.0,S,Jellis,2016-12-10,7.5,3123,2,1,2,390.0,102.0,1935,Boroondara,-37.8322,145.0486,Southern Metropolitan,6482,"-37.8322, 145.0486",Rd,1
6971,6971,Hawthorn East,1/1 Clifton Rd,3,u,935000.0,PI,Noel,2016-12-10,7.5,3123,3,2,1,144.0,107.0,1975,Boroondara,-37.8435,145.0497,Southern Metropolitan,6482,"-37.8435, 145.0497",Rd,1
6972,6972,Hawthorn East,5/75 Harold St,2,u,460000.0,VB,Fletchers,2016-12-10,7.5,3123,2,1,1,0.0,55.0,1967,Boroondara,-37.8278,145.0565,Southern Metropolitan,6482,"-37.8278, 145.0565",St,1
6973,6973,Hawthorn East,18 Carlyle St,4,h,3050000.0,S,Kay,2017-03-11,7.5,3123,4,3,1,710.0,126.0,1970,Boroondara,-37.8187,145.0577,Southern Metropolitan,6482,"-37.8187, 145.0577",St,1
6974,6974,Hawthorn East,13/84 Campbell Rd,1,u,365000.0,SP,Jellis,2016-11-12,7.5,3123,1,1,0,2274.0,126.0,1970,Boroondara,-37.8339,145.055,Southern Metropolitan,6482,"-37.8339, 145.055",Rd,1
6975,6975,Hawthorn East,10/11 Grandview Gr,2,u,550000.0,PI,Noel,2016-11-12,7.5,3123,2,1,1,0.0,126.0,1970,Boroondara,-37.8222,145.0566,Southern Metropolitan,6482,"-37.8222, 145.0566",Gr,1
6976,6976,Hawthorn East,16 Leura Gr,4,h,2800000.0,S,Jellis,2016-11-12,7.5,3123,4,1,2,764.0,171.0,1940,Boroondara,-37.8374,145.0486,Southern Metropolitan,6482,"-37.8374, 145.0486",Gr,1
6977,6977,Hawthorn East,2/282 Riversdale Rd,1,u,320000.0,VB,Fletchers,2016-11-12,7.5,3123,1,1,1,0.0,126.0,1965,Boroondara,-37.8303,145.046,Southern Metropolitan,6482,"-37.8303, 145.046",Rd,1
6978,6978,Hawthorn East,1/17 Auburn Gr,2,u,573000.0,S,Kay,2016-08-13,7.5,3123,2,1,1,0.0,60.0,1970,Boroondara,-37.8254,145.047,Southern Metropolitan,6482,"-37.8254, 145.047",Gr,1
6979,6979,Hawthorn East,4/161 Victoria Rd,2,u,680000.0,VB,hockingstuart,2016-08-13,7.5,3123,2,1,1,0.0,110.0,1945,Boroondara,-37.8233,145.0575,Southern Metropolitan,6482,"-37.8233, 145.0575",Rd,1
6980,6980,Hawthorn East,63 Victoria Rd,5,h,2250000.0,PI,RT,2016-05-14,7.5,3123,5,2,2,452.0,319.0,1902,Boroondara,-37.8223,145.0494,Southern Metropolitan,6482,"-37.8223, 145.0494",Rd,1
6981,6981,Hawthorn East,36 Invermay Gr,4,h,2381000.0,S,Marshall,2016-10-15,7.5,3123,4,2,2,457.0,166.0,1900,Boroondara,-37.8332,145.0461,Southern Metropolitan,6482,"-37.8332, 145.0461",Gr,1
6982,6982,Hawthorn East,1/36 Pleasant Rd,4,t,1738000.0,S,Jellis,2016-10-15,7.5,3123,4,3,2,324.0,241.0,2002,Boroondara,-37.8348,145.0503,Southern Metropolitan,6482,"-37.8348, 145.0503",Rd,1
6983,6983,Hawthorn East,1 Torring Rd,2,h,1582000.0,S,Fletchers,2016-10-15,7.5,3123,2,2,2,358.0,126.0,1970,Boroondara,-37.8341,145.0528,Southern Metropolitan,6482,"-37.8341, 145.0528",Rd,1
6984,6984,Hawthorn East,16/36 Anderson Rd,3,u,735000.0,S,Noel,2016-04-16,7.5,3123,2,1,1,0.0,95.0,1970,Boroondara,-37.8414,145.0505,Southern Metropolitan,6482,"-37.8414, 145.0505",Rd,1
6985,6985,Hawthorn East,5 Nicholson St,4,h,2920000.0,S,Marshall,2016-04-16,7.5,3123,4,3,3,726.0,126.0,1970,Boroondara,-37.8239,145.0553,Southern Metropolitan,6482,"-37.8239, 145.0553",St,1
6986,6986,Hawthorn East,3 Avenue Victoria,4,h,1920000.0,VB,Jellis,2016-09-17,7.5,3123,4,2,2,749.0,126.0,1970,Boroondara,-37.8235,145.0525,Southern Metropolitan,6482,"-37.8235, 145.0525",other,1
6987,6987,Hawthorn East,40 Campbell Gr,3,h,1420000.0,PI,Marshall,2016-09-17,7.5,3123,3,1,2,362.0,130.0,1910,Boroondara,-37.8337,145.0504,Southern Metropolitan,6482,"-37.8337, 145.0504",Gr,1
6988,6988,Hawthorn East,12/82 Campbell Rd,2,u,400000.0,VB,Noel,2016-09-17,7.5,3123,1,1,1,0.0,60.0,1965,Boroondara,-37.8339,145.0548,Southern Metropolitan,6482,"-37.8339, 145.0548",Rd,1
6989,6989,Hawthorn East,5a Garden St,3,t,1790000.0,S,Jellis,2016-09-17,7.5,3123,3,2,2,0.0,126.0,1970,Boroondara,-37.8356,145.0519,Southern Metropolitan,6482,"-37.8356, 145.0519",St,1
6990,6990,Hawthorn East,10 Miami St,3,h,2100000.0,VB,Marshall,2016-09-17,7.5,3123,3,1,2,664.0,126.0,1930,Boroondara,-37.8345,145.0443,Southern Metropolitan,6482,"-37.8345, 145.0443",St,1
6991,6991,Hawthorn East,45 Roseberry St,2,h,1335000.0,S,Fletchers,2016-09-17,7.5,3123,2,1,0,229.0,70.0,1900,Boroondara,-37.8265,145.0484,Southern Metropolitan,6482,"-37.8265, 145.0484",St,1
6992,6992,Hawthorn East,66 Roseberry St,3,h,1825000.0,S,Jellis,2016-09-17,7.5,3123,3,2,2,431.0,120.0,1950,Boroondara,-37.8269,145.0496,Southern Metropolitan,6482,"-37.8269, 145.0496",St,1
6993,6993,Hawthorn East,452 Barkers Rd,5,h,3210000.0,S,Jellis,2017-03-18,7.5,3123,5,3,4,1011.0,126.0,1905,Boroondara,-37.8165,145.0505,Southern Metropolitan,6482,"-37.8165, 145.0505",Rd,1
6994,6994,Hawthorn East,2/2 Clifton Rd,2,u,840000.0,S,Jellis,2017-03-18,7.5,3123,2,1,1,150.0,99.0,1969,Boroondara,-37.844,145.0496,Southern Metropolitan,6482,"-37.844, 145.0496",Rd,1
6995,6995,Hawthorn East,501/38 Harold St,2,u,705000.0,PI,Marshall,2017-03-18,7.5,3123,2,2,1,78.0,126.0,2011,Boroondara,-37.8284,145.0535,Southern Metropolitan,6482,"-37.8284, 145.0535",St,1
6996,6996,Hawthorn East,21 Myrniong Gr,4,h,3310000.0,S,RT,2017-03-18,7.5,3123,4,2,3,762.0,126.0,1970,Boroondara,-37.8395,145.0529,Southern Metropolitan,6482,"-37.8395, 145.0529",Gr,1
6997,6997,Hawthorn East,797 Burwood Rd,5,h,3500000.0,VB,Jellis,2016-06-18,7.5,3123,4,2,2,1250.0,360.0,2000,Boroondara,-37.8245,145.0524,Southern Metropolitan,6482,"-37.8245, 145.0524",Rd,1
6998,6998,Hawthorn East,16/799 Burwood Rd,2,u,444000.0,S,LITTLE,2016-06-18,7.5,3123,2,1,1,0.0,68.0,1970,Boroondara,-37.8245,145.0527,Southern Metropolitan,6482,"-37.8245, 145.0527",Rd,1
6999,6999,Hawthorn East,38 Caroline St,3,h,1538000.0,S,Jellis,2016-06-18,7.5,3123,2,1,2,287.0,126.0,1970,Boroondara,-37.8292,145.046,Southern Metropolitan,6482,"-37.8292, 145.046",St,1
7000,7000,Hawthorn East,11 Council St,3,h,1320000.0,VB,Jellis,2016-06-18,7.5,3123,3,2,1,213.0,162.0,1890,Boroondara,-37.8302,145.0542,Southern Metropolitan,6482,"-37.8302, 145.0542",St,1
7001,7001,Hawthorn East,18 Gillman St,3,h,1890000.0,PI,Marshall,2016-06-18,7.5,3123,3,1,2,477.0,173.0,1880,Boroondara,-37.8257,145.0514,Southern Metropolitan,6482,"-37.8257, 145.0514",St,1
7002,7002,Hawthorn East,4/2 Myrniong Gr,3,t,1240000.0,S,Jellis,2016-06-18,7.5,3123,3,2,2,155.0,126.0,1970,Boroondara,-37.8397,145.0514,Southern Metropolitan,6482,"-37.8397, 145.0514",Gr,1
7003,7003,Hawthorn East,336 Riversdale Rd,4,h,2450000.0,S,Marshall,2016-11-19,7.5,3123,4,2,1,697.0,172.0,1905,Boroondara,-37.8307,145.0498,Southern Metropolitan,6482,"-37.8307, 145.0498",Rd,1
7004,7004,Hawthorn East,3/859 Toorak Rd,3,t,1590000.0,S,Jellis,2016-11-19,7.5,3123,3,2,2,289.0,181.0,2010,Boroondara,-37.8451,145.0525,Southern Metropolitan,6482,"-37.8451, 145.0525",Rd,1
7005,7005,Hawthorn East,13 Clive Rd,4,h,2450000.0,VB,Jellis,2016-05-22,7.5,3123,3,3,2,523.0,316.0,1955,Boroondara,-37.8319,145.0503,Southern Metropolitan,6482,"-37.8319, 145.0503",Rd,1
7006,7006,Hawthorn East,75 Leura Gr,3,h,3020000.0,S,other,2016-05-22,7.5,3123,3,2,2,832.0,126.0,1970,Boroondara,-37.8377,145.0541,Southern Metropolitan,6482,"-37.8377, 145.0541",Gr,1
7007,7007,Hawthorn East,43 Mayston St,3,h,1625000.0,S,Woodards,2016-05-22,7.5,3123,3,1,3,372.0,126.0,1970,Boroondara,-37.8267,145.054,Southern Metropolitan,6482,"-37.8267, 145.054",St,1
7008,7008,Hawthorn East,122 Victoria Rd,5,h,2775000.0,PI,Marshall,2016-05-22,7.5,3123,5,3,2,864.0,126.0,1970,Boroondara,-37.8231,145.0535,Southern Metropolitan,6482,"-37.8231, 145.0535",Rd,1
7009,7009,Hawthorn East,3/23 Auburn Gr,2,u,568000.0,S,Jellis,2016-08-22,7.5,3123,2,1,1,0.0,126.0,1960,Boroondara,-37.8254,145.0476,Southern Metropolitan,6482,"-37.8254, 145.0476",Gr,0
7010,7010,Hawthorn East,4/43 Clifton Rd,2,u,706000.0,S,hockingstuart,2016-08-22,7.5,3123,2,1,1,172.0,90.0,1960,Boroondara,-37.8437,145.0536,Southern Metropolitan,6482,"-37.8437, 145.0536",Rd,0
7011,7011,Hawthorn East,3 Jaques St,5,h,2500000.0,VB,RT,2016-08-22,7.5,3123,5,3,3,757.0,240.0,1925,Boroondara,-37.8176,145.0548,Southern Metropolitan,6482,"-37.8176, 145.0548",St,0
7012,7012,Hawthorn East,91 Rathmines Rd,4,h,2350000.0,S,Marshall,2016-08-22,7.5,3123,4,2,2,556.0,220.0,1900,Boroondara,-37.8204,145.0516,Southern Metropolitan,6482,"-37.8204, 145.0516",Rd,0
7013,7013,Hawthorn East,24 Wiseman St,2,h,1385000.0,S,Marshall,2016-08-22,7.5,3123,2,1,2,326.0,113.0,1940,Boroondara,-37.8373,145.0455,Southern Metropolitan,6482,"-37.8373, 145.0455",St,0
7014,7014,Hawthorn East,5/107 Victoria Rd,2,u,655250.0,SP,Marshall,2016-04-23,7.5,3123,2,1,1,1153.0,69.0,1970,Boroondara,-37.8227,145.0528,Southern Metropolitan,6482,"-37.8227, 145.0528",Rd,1
7015,7015,Hawthorn East,4 Temple St,6,h,1666000.0,S,Noel,2016-09-24,7.5,3123,6,2,0,350.0,198.0,1900,Boroondara,-37.8219,145.0556,Southern Metropolitan,6482,"-37.8219, 145.0556",St,1
7016,7016,Hawthorn East,4/3 Brookfield Ct,1,u,430000.0,S,Jellis,2017-02-25,7.5,3123,1,1,1,2276.0,58.0,1950,Boroondara,-37.8343,145.0547,Southern Metropolitan,6482,"-37.8343, 145.0547",Ct,1
7017,7017,Hawthorn East,1 Avenue Victoria,3,h,2040000.0,S,Nelson,2016-06-27,7.5,3123,3,1,2,783.0,126.0,1970,Boroondara,-37.8234,145.0526,Southern Metropolitan,6482,"-37.8234, 145.0526",other,0
7018,7018,Hawthorn East,8/423 Tooronga Rd,2,u,505000.0,S,Greg,2016-06-27,7.5,3123,2,1,1,0.0,78.0,1965,Boroondara,-37.839,145.0459,Southern Metropolitan,6482,"-37.839, 145.0459",Rd,0
